Variables: 450
Clauses: 1890
File name: Sat450x1890-3SAT.cnf
Variable 113 is: 0
Variable 114 is: 0
Variable 115 is: 1
Variable 116 is: 0
Variable 117 is: 0
Variable 118 is: 0
Variable 119 is: 0
Variable 120 is: 0
Variable 121 is: 0
Variable 122 is: 1
Variable 123 is: 1
Variable 124 is: 0
Variable 125 is: 1
Variable 126 is: 1
Variable 127 is: 1
Variable 128 is: 0
Variable 129 is: 0
Variable 130 is: 1
Variable 131 is: 0
Variable 132 is: 1
Variable 133 is: 0
Variable 134 is: 1
Variable 135 is: 0
Variable 136 is: 1
Variable 137 is: 0
Variable 138 is: 0
Variable 139 is: 0
Variable 140 is: 1
Variable 141 is: 1
Variable 142 is: 0
Variable 143 is: 1
Variable 144 is: 1
Variable 145 is: 1
Variable 146 is: 0
Variable 147 is: 0
Variable 148 is: 1
Variable 149 is: 0
Variable 150 is: 0
Variable 151 is: 0
Variable 152 is: 0
Variable 153 is: 1
Variable 154 is: 1
Variable 155 is: 0
Variable 156 is: 0
Variable 157 is: 0
Variable 158 is: 0
Variable 159 is: 0
Variable 160 is: 1
Variable 161 is: 0
Variable 162 is: 0
Variable 163 is: 0
Variable 164 is: 0
Variable 165 is: 0
Variable 166 is: 0
Variable 167 is: 1
Variable 168 is: 0
Variable 169 is: 0
Variable 170 is: 1
Variable 171 is: 0
Variable 172 is: 0
Variable 173 is: 0
Variable 174 is: 1
Variable 175 is: 0
Variable 176 is: 0
Variable 177 is: 1
Variable 178 is: 1
Variable 179 is: 0
Variable 180 is: 0
Variable 181 is: 0
Variable 182 is: 1
Variable 183 is: 1
Variable 184 is: 1
Variable 185 is: 0
Variable 186 is: 1
Variable 187 is: 1
Variable 188 is: 1
Variable 189 is: 1
Variable 190 is: 0
Variable 191 is: 1
Variable 192 is: 1
Variable 193 is: 1
Variable 194 is: 0
Variable 195 is: 0
Variable 196 is: 1
Variable 197 is: 0
Variable 198 is: 0
Variable 199 is: 0
Variable 200 is: 0
Variable 201 is: 0
Variable 202 is: 1
Variable 203 is: 0
Variable 204 is: 1
Variable 205 is: 0
Variable 206 is: 1
Variable 207 is: 0
Variable 208 is: 0
Variable 209 is: 0
Variable 210 is: 0
Variable 211 is: 1
Variable 212 is: 0
Variable 213 is: 0
Variable 214 is: 0
Variable 215 is: 1
Variable 216 is: 0
Variable 217 is: 0
Variable 218 is: 1
Variable 219 is: 0
Variable 220 is: 0
Variable 221 is: 1
Variable 222 is: 1
Variable 223 is: 0
Variable 224 is: 0
Variable 225 is: 1
Variable 226 is: 0
Variable 227 is: 1
Variable 228 is: 1
Variable 229 is: 1
Variable 230 is: 1
Variable 231 is: 1
Variable 232 is: 0
Variable 233 is: 1
Variable 234 is: 0
Variable 235 is: 0
Variable 236 is: 1
Variable 237 is: 1
Variable 238 is: 0
Variable 239 is: 0
Variable 240 is: 1
Variable 241 is: 1
Variable 242 is: 1
Variable 243 is: 0
Variable 244 is: 0
Variable 245 is: 0
Variable 246 is: 1
Variable 247 is: 1
Variable 248 is: 1
Variable 249 is: 0
Variable 250 is: 1
Variable 251 is: 0
Variable 252 is: 0
Variable 253 is: 1
Variable 254 is: 0
Variable 255 is: 1
Variable 256 is: 0
Variable 257 is: 0
Variable 258 is: 0
Variable 259 is: 1
Variable 260 is: 1
Variable 261 is: 0
Variable 262 is: 1
Variable 263 is: 1
Variable 264 is: 0
Variable 265 is: 0
Variable 266 is: 1
Variable 267 is: 1
Variable 268 is: 1
Variable 269 is: 1
Variable 270 is: 0
Variable 271 is: 1
Variable 272 is: 1
Variable 273 is: 1
Variable 274 is: 1
Variable 275 is: 1
Variable 276 is: 1
Variable 277 is: 0
Variable 278 is: 1
Variable 279 is: 0
Variable 280 is: 0
Variable 281 is: 1
Variable 282 is: 0
Variable 283 is: 1
Variable 284 is: 0
Variable 285 is: 0
Variable 286 is: 0
Variable 287 is: 0
Variable 288 is: 1
Variable 289 is: 0
Variable 290 is: 1
Variable 291 is: 0
Variable 292 is: 1
Variable 293 is: 1
Variable 294 is: 1
Variable 295 is: 0
Variable 296 is: 0
Variable 297 is: 1
Variable 298 is: 1
Variable 299 is: 0
Variable 300 is: 1
Variable 301 is: 1
Variable 302 is: 1
Variable 303 is: 0
Variable 304 is: 0
Variable 305 is: 1
Variable 306 is: 0
Variable 307 is: 0
Variable 308 is: 1
Variable 309 is: 1
Variable 310 is: 1
Variable 311 is: 0
Variable 312 is: 1
Variable 313 is: 0
Variable 314 is: 0
Variable 315 is: 0
Variable 316 is: 0
Variable 317 is: 0
Variable 318 is: 0
Variable 319 is: 1
Variable 320 is: 0
Variable 321 is: 0
Variable 322 is: 1
Variable 323 is: 0
Variable 324 is: 0
Variable 325 is: 0
Variable 326 is: 1
Variable 327 is: 0
Variable 328 is: 0
Variable 329 is: 0
Variable 330 is: 0
Variable 331 is: 1
Variable 332 is: 1
Variable 333 is: 1
Variable 334 is: 0
Variable 335 is: 1
Variable 336 is: 1
Variable 337 is: 1
Variable 338 is: 0
Variable 339 is: 0
Variable 340 is: 0
Variable 341 is: 0
Variable 342 is: 1
Variable 343 is: 0
Variable 344 is: 0
Variable 345 is: 0
Variable 346 is: 0
Variable 347 is: 1
Variable 348 is: 0
Variable 349 is: 0
Variable 350 is: 0
Variable 351 is: 0
Variable 352 is: 0
Variable 353 is: 1
Variable 354 is: 0
Variable 355 is: 1
Variable 356 is: 0
Variable 357 is: 1
Variable 358 is: 0
Variable 359 is: 0
Variable 360 is: 1
Variable 361 is: 1
Variable 362 is: 1
Variable 363 is: 0
Variable 364 is: 0
Variable 365 is: 0
Variable 366 is: 1
Variable 367 is: 1
Variable 368 is: 1
Variable 369 is: 1
Variable 370 is: 1
Variable 371 is: 1
Variable 372 is: 0
Variable 373 is: 1
Variable 374 is: 1
Variable 375 is: 1
Variable 376 is: 0
Variable 377 is: 0
Variable 378 is: 1
Variable 379 is: 1
Variable 380 is: 0
Variable 381 is: 0
Variable 382 is: 1
Variable 383 is: 0
Variable 384 is: 0
Variable 385 is: 0
Variable 386 is: 0
Variable 387 is: 1
Variable 388 is: 1
Variable 389 is: 0
Variable 390 is: 1
Variable 391 is: 0
Variable 392 is: 1
Variable 393 is: 0
Variable 394 is: 0
Variable 395 is: 0
Variable 396 is: 1
Variable 397 is: 1
Variable 398 is: 0
Variable 399 is: 1
Variable 400 is: 1
Variable 401 is: 1
Variable 402 is: 0
Variable 403 is: 1
Variable 404 is: 0
Variable 405 is: 0
Variable 406 is: 1
Variable 407 is: 0
Variable 408 is: 0
Variable 409 is: 0
Variable 410 is: 0
Variable 411 is: 1
Variable 412 is: 1
Variable 413 is: 0
Variable 414 is: 0
Variable 415 is: 0
Variable 416 is: 0
Variable 417 is: 0
Variable 418 is: 1
Variable 419 is: 1
Variable 420 is: 1
Variable 421 is: 1
Variable 422 is: 0
Variable 423 is: 0
Variable 424 is: 0
Variable 425 is: 1
Variable 426 is: 1
Variable 427 is: 1
Variable 428 is: 1
Variable 429 is: 0
Variable 430 is: 0
Variable 431 is: 1
Variable 432 is: 0
Variable 433 is: 1
Variable 434 is: 1
Variable 435 is: 1
Variable 436 is: 0
Variable 437 is: 1
Variable 438 is: 0
Variable 439 is: 1
Variable 440 is: 1
Variable 441 is: 1
Variable 442 is: 0
Variable 443 is: 1
Variable 444 is: 0
Variable 445 is: 0
Variable 446 is: 1
Variable 447 is: 1
Variable 448 is: 1
Variable 449 is: 0
Variable 450 is: 1


---------------------------------
Clause 1 has (289 356 -69  Number of satisfying literals: 1)
Clause 2 has (-324 406 140  Number of satisfying literals: 3)
Clause 3 has (18 -343 -442  Number of satisfying literals: 3)
Clause 4 has (68 -238 -366  Number of satisfying literals: 2)
Clause 5 has (-139 -414 -47  Number of satisfying literals: 2)
Clause 6 has (-98 306 -288  Number of satisfying literals: 1)
Clause 7 has (-83 -67 228  Number of satisfying literals: 3)
Clause 8 has (118 87 -376  Number of satisfying literals: 1)
Clause 9 has (-230 -120 -170  Number of satisfying literals: 1)
Clause 10 has (-98 -201 -267  Number of satisfying literals: 2)
Clause 11 has (52 -422 90  Number of satisfying literals: 1)
Clause 12 has (416 -394 26  Number of satisfying literals: 1)
Clause 13 has (-65 342 126  Number of satisfying literals: 3)
Clause 14 has (-353 40 -428  Number of satisfying literals: 1)
Clause 15 has (-5 -440 223  Number of satisfying literals: 1)
Clause 16 has (433 -212 -43  Number of satisfying literals: 2)
Clause 17 has (243 -21 125  Number of satisfying literals: 1)
Clause 18 has (35 5 -223  Number of satisfying literals: 1)
Clause 19 has (307 -324 341  Number of satisfying literals: 1)
Clause 20 has (-110 398 -79  Number of satisfying literals: 2)
Clause 21 has (2 -326 -313  Number of satisfying literals: 1)
Clause 22 has (339 275 -256  Number of satisfying literals: 2)
Clause 23 has (439 188 413  Number of satisfying literals: 2)
Clause 24 has (-167 295 -13  Number of satisfying literals: 1)
Clause 25 has (-324 203 331  Number of satisfying literals: 2)
Clause 26 has (423 361 -236  Number of satisfying literals: 1)
Clause 27 has (336 241 -237  Number of satisfying literals: 2)
Clause 28 has (369 132 -426  Number of satisfying literals: 2)
Clause 29 has (-81 -232 174  Number of satisfying literals: 3)
Clause 30 has (278 -206 190  Number of satisfying literals: 1)
Clause 31 has (-69 25 -107  Number of satisfying literals: 2)
Clause 32 has (-436 -86 395  Number of satisfying literals: 1)
Clause 33 has (416 -130 9  Number of satisfying literals: 1)
Clause 34 has (-376 -155 93  Number of satisfying literals: 2)
Clause 35 has (256 -309 -121  Number of satisfying literals: 1)
Clause 36 has (256 -28 255  Number of satisfying literals: 1)
Clause 37 has (-231 -382 -142  Number of satisfying literals: 1)
Clause 38 has (115 -165 157  Number of satisfying literals: 2)
Clause 39 has (263 -237 -78  Number of satisfying literals: 2)
Clause 40 has (-259 -70 -264  Number of satisfying literals: 2)
Clause 41 has (-339 -235 -141  Number of satisfying literals: 2)
Clause 42 has (-295 -41 105  Number of satisfying literals: 2)
Clause 43 has (200 -409 60  Number of satisfying literals: 2)
Clause 44 has (-166 -125 431  Number of satisfying literals: 2)
Clause 45 has (-113 295 -394  Number of satisfying literals: 2)
Clause 46 has (-1 89 -381  Number of satisfying literals: 2)
Clause 47 has (257 -347 125  Number of satisfying literals: 1)
Clause 48 has (-225 -85 438  Number of satisfying literals: 1)
Clause 49 has (-131 -426 27  Number of satisfying literals: 2)
Clause 50 has (196 -380 -333  Number of satisfying literals: 2)
Clause 51 has (98 -229 440  Number of satisfying literals: 1)
Clause 52 has (-407 199 -379  Number of satisfying literals: 1)
Clause 53 has (3 410 -205  Number of satisfying literals: 2)
Clause 54 has (-450 305 180  Number of satisfying literals: 1)
Clause 55 has (179 -170 -155  Number of satisfying literals: 1)
Clause 56 has (290 191 -352  Number of satisfying literals: 3)
Clause 57 has (387 171 -431  Number of satisfying literals: 1)
Clause 58 has (428 -253 -143  Number of satisfying literals: 1)
Clause 59 has (85 185 -219  Number of satisfying literals: 1)
Clause 60 has (96 -3 -156  Number of satisfying literals: 1)
Clause 61 has (68 216 364  Number of satisfying literals: 1)
Clause 62 has (-322 370 -341  Number of satisfying literals: 2)
Clause 63 has (132 -440 -429  Number of satisfying literals: 2)
Clause 64 has (213 357 47  Number of satisfying literals: 2)
Clause 65 has (113 -36 297  Number of satisfying literals: 1)
Clause 66 has (120 -28 63  Number of satisfying literals: 1)
Clause 67 has (294 -105 -63  Number of satisfying literals: 1)
Clause 68 has (118 -108 -252  Number of satisfying literals: 2)
Clause 69 has (-100 310 138  Number of satisfying literals: 1)
Clause 70 has (71 232 -303  Number of satisfying literals: 1)
Clause 71 has (19 374 -208  Number of satisfying literals: 3)
Clause 72 has (19 -188 -92  Number of satisfying literals: 1)
Clause 73 has (-409 184 140  Number of satisfying literals: 3)
Clause 74 has (-370 -147 -269  Number of satisfying literals: 1)
Clause 75 has (-241 75 335  Number of satisfying literals: 1)
Clause 76 has (196 367 -400  Number of satisfying literals: 2)
Clause 77 has (176 -245 -249  Number of satisfying literals: 2)
Clause 78 has (401 305 447  Number of satisfying literals: 3)
Clause 79 has (209 194 154  Number of satisfying literals: 1)
Clause 80 has (176 419 198  Number of satisfying literals: 1)
Clause 81 has (-338 -102 -64  Number of satisfying literals: 1)
Clause 82 has (-85 -247 -169  Number of satisfying literals: 2)
Clause 83 has (215 -234 -94  Number of satisfying literals: 2)
Clause 84 has (-131 -420 -280  Number of satisfying literals: 2)
Clause 85 has (305 -435 -389  Number of satisfying literals: 2)
Clause 86 has (-50 58 -379  Number of satisfying literals: 1)
Clause 87 has (3 -20 -366  Number of satisfying literals: 1)
Clause 88 has (-434 -308 247  Number of satisfying literals: 1)
Clause 89 has (435 72 12  Number of satisfying literals: 3)
Clause 90 has (-84 -407 -304  Number of satisfying literals: 3)
Clause 91 has (104 266 12  Number of satisfying literals: 3)
Clause 92 has (-66 -419 -261  Number of satisfying literals: 1)
Clause 93 has (262 426 139  Number of satisfying literals: 2)
Clause 94 has (98 -234 -128  Number of satisfying literals: 2)
Clause 95 has (-369 -243 -70  Number of satisfying literals: 2)
Clause 96 has (-49 276 -359  Number of satisfying literals: 2)
Clause 97 has (-4 -356 -287  Number of satisfying literals: 2)
Clause 98 has (-70 -282 367  Number of satisfying literals: 3)
Clause 99 has (-306 331 -30  Number of satisfying literals: 2)
Clause 100 has (263 282 -304  Number of satisfying literals: 2)
Clause 101 has (-359 -430 207  Number of satisfying literals: 2)
Clause 102 has (67 180 268  Number of satisfying literals: 1)
Clause 103 has (449 -70 139  Number of satisfying literals: 1)
Clause 104 has (276 -264 71  Number of satisfying literals: 2)
Clause 105 has (178 -298 203  Number of satisfying literals: 1)
Clause 106 has (140 -334 -432  Number of satisfying literals: 3)
Clause 107 has (-408 237 -64  Number of satisfying literals: 2)
Clause 108 has (336 -420 -86  Number of satisfying literals: 1)
Clause 109 has (163 212 399  Number of satisfying literals: 1)
Clause 110 has (247 88 -186  Number of satisfying literals: 1)
Clause 111 has (145 274 122  Number of satisfying literals: 3)
Clause 112 has (-297 43 -445  Number of satisfying literals: 2)
Clause 113 has (386 246 393  Number of satisfying literals: 1)
Clause 114 has (-242 183 -346  Number of satisfying literals: 2)
Clause 115 has (-213 -183 -125  Number of satisfying literals: 1)
Clause 116 has (-55 -215 285  Number of satisfying literals: 1)
Clause 117 has (-422 318 -383  Number of satisfying literals: 2)
Clause 118 has (145 258 58  Number of satisfying literals: 2)
Clause 119 has (7 409 154  Number of satisfying literals: 2)
Clause 120 has (448 18 386  Number of satisfying literals: 2)
Clause 121 has (-210 390 156  Number of satisfying literals: 2)
Clause 122 has (144 -340 77  Number of satisfying literals: 3)
Clause 123 has (-353 -167 301  Number of satisfying literals: 1)
Clause 124 has (-131 -150 329  Number of satisfying literals: 2)
Clause 125 has (275 -154 -336  Number of satisfying literals: 1)
Clause 126 has (-113 105 -285  Number of satisfying literals: 3)
Clause 127 has (-84 -345 286  Number of satisfying literals: 2)
Clause 128 has (144 -35 341  Number of satisfying literals: 2)
Clause 129 has (242 115 143  Number of satisfying literals: 3)
Clause 130 has (289 -23 -89  Number of satisfying literals: 1)
Clause 131 has (-305 -245 262  Number of satisfying literals: 2)
Clause 132 has (23 94 -384  Number of satisfying literals: 3)
Clause 133 has (404 -237 47  Number of satisfying literals: 1)
Clause 134 has (-237 285 -96  Number of satisfying literals: 1)
Clause 135 has (195 -389 -333  Number of satisfying literals: 1)
Clause 136 has (-341 -281 -64  Number of satisfying literals: 1)
Clause 137 has (340 -70 -27  Number of satisfying literals: 1)
Clause 138 has (154 -124 175  Number of satisfying literals: 2)
Clause 139 has (51 -150 9  Number of satisfying literals: 2)
Clause 140 has (354 84 -16  Number of satisfying literals: 1)
Clause 141 has (-90 -171 287  Number of satisfying literals: 2)
Clause 142 has (450 -228 -80  Number of satisfying literals: 1)
Clause 143 has (-209 -196 439  Number of satisfying literals: 2)
Clause 144 has (-276 -184 -395  Number of satisfying literals: 1)
Clause 145 has (-401 300 285  Number of satisfying literals: 1)
Clause 146 has (342 327 -428  Number of satisfying literals: 1)
Clause 147 has (34 -56 79  Number of satisfying literals: 2)
Clause 148 has (-370 -402 -99  Number of satisfying literals: 1)
Clause 149 has (283 -317 -62  Number of satisfying literals: 3)
Clause 150 has (-146 -229 -174  Number of satisfying literals: 1)
Clause 151 has (353 -18 419  Number of satisfying literals: 2)
Clause 152 has (421 91 -156  Number of satisfying literals: 3)
Clause 153 has (402 -301 -159  Number of satisfying literals: 1)
Clause 154 has (368 -323 152  Number of satisfying literals: 2)
Clause 155 has (448 162 -105  Number of satisfying literals: 1)
Clause 156 has (129 210 -445  Number of satisfying literals: 1)
Clause 157 has (-107 333 -350  Number of satisfying literals: 3)
Clause 158 has (-147 -68 -235  Number of satisfying literals: 2)
Clause 159 has (449 -429 205  Number of satisfying literals: 1)
Clause 160 has (353 -107 12  Number of satisfying literals: 3)
Clause 161 has (-347 27 316  Number of satisfying literals: 1)
Clause 162 has (-437 -376 140  Number of satisfying literals: 2)
Clause 163 has (-439 -313 333  Number of satisfying literals: 2)
Clause 164 has (419 138 426  Number of satisfying literals: 2)
Clause 165 has (-277 70 140  Number of satisfying literals: 2)
Clause 166 has (68 -358 -58  Number of satisfying literals: 2)
Clause 167 has (-230 -395 -125  Number of satisfying literals: 1)
Clause 168 has (401 -279 175  Number of satisfying literals: 2)
Clause 169 has (291 197 41  Number of satisfying literals: 1)
Clause 170 has (128 -113 -105  Number of satisfying literals: 1)
Clause 171 has (320 32 -396  Number of satisfying literals: 1)
Clause 172 has (154 220 -78  Number of satisfying literals: 2)
Clause 173 has (288 117 28  Number of satisfying literals: 2)
Clause 174 has (-345 394 -365  Number of satisfying literals: 2)
Clause 175 has (188 237 14  Number of satisfying literals: 3)
Clause 176 has (448 -4 380  Number of satisfying literals: 1)
Clause 177 has (276 199 167  Number of satisfying literals: 2)
Clause 178 has (-235 -123 -447  Number of satisfying literals: 1)
Clause 179 has (257 371 6  Number of satisfying literals: 2)
Clause 180 has (257 404 -151  Number of satisfying literals: 1)
Clause 181 has (118 -299 -287  Number of satisfying literals: 2)
Clause 182 has (-228 309 -328  Number of satisfying literals: 2)
Clause 183 has (-195 419 173  Number of satisfying literals: 2)
Clause 184 has (435 326 -347  Number of satisfying literals: 2)
Clause 185 has (260 252 45  Number of satisfying literals: 1)
Clause 186 has (24 286 -367  Number of satisfying literals: 1)
Clause 187 has (-380 -76 300  Number of satisfying literals: 2)
Clause 188 has (-342 -380 -92  Number of satisfying literals: 1)
Clause 189 has (-295 -26 -64  Number of satisfying literals: 2)
Clause 190 has (71 410 443  Number of satisfying literals: 1)
Clause 191 has (-23 -27 -432  Number of satisfying literals: 1)
Clause 192 has (210 132 124  Number of satisfying literals: 1)
Clause 193 has (41 381 271  Number of satisfying literals: 2)
Clause 194 has (-210 70 -253  Number of satisfying literals: 1)
Clause 195 has (396 61 -16  Number of satisfying literals: 3)
Clause 196 has (-307 361 414  Number of satisfying literals: 2)
Clause 197 has (-306 278 -379  Number of satisfying literals: 2)
Clause 198 has (436 -284 -13  Number of satisfying literals: 2)
Clause 199 has (209 109 -399  Number of satisfying literals: 1)
Clause 200 has (98 -340 -123  Number of satisfying literals: 1)
Clause 201 has (-401 417 -179  Number of satisfying literals: 1)
Clause 202 has (224 163 106  Number of satisfying literals: 1)
Clause 203 has (320 233 -16  Number of satisfying literals: 2)
Clause 204 has (69 -427 -398  Number of satisfying literals: 1)
Clause 205 has (417 -55 -142  Number of satisfying literals: 2)
Clause 206 has (450 243 -325  Number of satisfying literals: 2)
Clause 207 has (-71 -123 270  Number of satisfying literals: 1)
Clause 208 has (-67 307 347  Number of satisfying literals: 2)
Clause 209 has (336 -311 106  Number of satisfying literals: 3)
Clause 210 has (-356 -87 -106  Number of satisfying literals: 2)
Clause 211 has (-213 169 139  Number of satisfying literals: 1)
Clause 212 has (-17 116 -21  Number of satisfying literals: 1)
Clause 213 has (-209 -418 361  Number of satisfying literals: 2)
Clause 214 has (448 -441 -107  Number of satisfying literals: 2)
Clause 215 has (209 229 30  Number of satisfying literals: 2)
Clause 216 has (323 -408 382  Number of satisfying literals: 2)
Clause 217 has (90 -381 127  Number of satisfying literals: 2)
Clause 218 has (375 -152 296  Number of satisfying literals: 2)
Clause 219 has (-137 -396 44  Number of satisfying literals: 2)
Clause 220 has (259 -136 -347  Number of satisfying literals: 1)
Clause 221 has (-328 295 235  Number of satisfying literals: 1)
Clause 222 has (-338 -409 -282  Number of satisfying literals: 3)
Clause 223 has (440 -445 414  Number of satisfying literals: 2)
Clause 224 has (145 103 -282  Number of satisfying literals: 3)
Clause 225 has (-390 214 347  Number of satisfying literals: 1)
Clause 226 has (162 331 107  Number of satisfying literals: 1)
Clause 227 has (-115 -263 -95  Number of satisfying literals: 1)
Clause 228 has (-163 83 228  Number of satisfying literals: 2)
Clause 229 has (343 -424 -315  Number of satisfying literals: 2)
Clause 230 has (134 -320 255  Number of satisfying literals: 3)
Clause 231 has (-232 376 -282  Number of satisfying literals: 2)
Clause 232 has (-232 8 -413  Number of satisfying literals: 2)
Clause 233 has (-310 -333 -286  Number of satisfying literals: 1)
Clause 234 has (320 170 27  Number of satisfying literals: 2)
Clause 235 has (-169 106 333  Number of satisfying literals: 3)
Clause 236 has (374 233 414  Number of satisfying literals: 2)
Clause 237 has (-67 -317 -288  Number of satisfying literals: 2)
Clause 238 has (260 -45 286  Number of satisfying literals: 2)
Clause 239 has (-334 -303 -288  Number of satisfying literals: 2)
Clause 240 has (305 345 78  Number of satisfying literals: 1)
Clause 241 has (-389 -183 -444  Number of satisfying literals: 2)
Clause 242 has (-5 261 446  Number of satisfying literals: 2)
Clause 243 has (49 25 -191  Number of satisfying literals: 1)
Clause 244 has (148 358 -13  Number of satisfying literals: 2)
Clause 245 has (49 -23 -13  Number of satisfying literals: 2)
Clause 246 has (113 337 230  Number of satisfying literals: 2)
Clause 247 has (-161 -11 142  Number of satisfying literals: 2)
Clause 248 has (432 64 -437  Number of satisfying literals: 1)
Clause 249 has (-75 -12 267  Number of satisfying literals: 2)
Clause 250 has (-387 23 395  Number of satisfying literals: 1)
Clause 251 has (-199 363 -127  Number of satisfying literals: 1)
Clause 252 has (-388 150 268  Number of satisfying literals: 1)
Clause 253 has (-180 126 -272  Number of satisfying literals: 2)
Clause 254 has (-165 -103 187  Number of satisfying literals: 2)
Clause 255 has (-115 -356 310  Number of satisfying literals: 2)
Clause 256 has (-307 149 314  Number of satisfying literals: 1)
Clause 257 has (290 -203 -348  Number of satisfying literals: 3)
Clause 258 has (-146 53 -363  Number of satisfying literals: 3)
Clause 259 has (-85 376 41  Number of satisfying literals: 2)
Clause 260 has (311 -107 -30  Number of satisfying literals: 1)
Clause 261 has (-21 103 -72  Number of satisfying literals: 1)
Clause 262 has (-51 388 -309  Number of satisfying literals: 2)
Clause 263 has (100 280 -297  Number of satisfying literals: 1)
Clause 264 has (-275 102 -448  Number of satisfying literals: 1)
Clause 265 has (146 99 344  Number of satisfying literals: 1)
Clause 266 has (1 212 -15  Number of satisfying literals: 1)
Clause 267 has (106 -77 -30  Number of satisfying literals: 1)
Clause 268 has (-151 328 -381  Number of satisfying literals: 2)
Clause 269 has (-81 395 -189  Number of satisfying literals: 1)
Clause 270 has (192 -401 336  Number of satisfying literals: 2)
Clause 271 has (161 167 407  Number of satisfying literals: 1)
Clause 272 has (-189 110 382  Number of satisfying literals: 1)
Clause 273 has (-274 -347 123  Number of satisfying literals: 1)
Clause 274 has (34 -135 361  Number of satisfying literals: 3)
Clause 275 has (209 402 -13  Number of satisfying literals: 1)
Clause 276 has (-249 -378 107  Number of satisfying literals: 1)
Clause 277 has (240 -341 74  Number of satisfying literals: 2)
Clause 278 has (337 -27 203  Number of satisfying literals: 1)
Clause 279 has (-97 -277 -408  Number of satisfying literals: 2)
Clause 280 has (423 317 319  Number of satisfying literals: 1)
Clause 281 has (225 -21 -442  Number of satisfying literals: 2)
Clause 282 has (-433 -149 88  Number of satisfying literals: 1)
Clause 283 has (-49 -131 -39  Number of satisfying literals: 2)
Clause 284 has (6 237 -31  Number of satisfying literals: 2)
Clause 285 has (89 -411 -15  Number of satisfying literals: 1)
Clause 286 has (-313 201 314  Number of satisfying literals: 1)
Clause 287 has (192 -86 -198  Number of satisfying literals: 2)
Clause 288 has (53 376 -202  Number of satisfying literals: 1)
Clause 289 has (-355 -279 -254  Number of satisfying literals: 2)
Clause 290 has (-181 265 -15  Number of satisfying literals: 2)
Clause 291 has (-7 -75 -223  Number of satisfying literals: 2)
Clause 292 has (120 266 -191  Number of satisfying literals: 1)
Clause 293 has (-249 379 -253  Number of satisfying literals: 2)
Clause 294 has (-449 -230 -138  Number of satisfying literals: 2)
Clause 295 has (195 -134 412  Number of satisfying literals: 1)
Clause 296 has (-353 -14 -159  Number of satisfying literals: 1)
Clause 297 has (353 36 -185  Number of satisfying literals: 3)
Clause 298 has (54 -29 -446  Number of satisfying literals: 1)
Clause 299 has (273 -339 -291  Number of satisfying literals: 3)
